essay_id,sentence_id,sentence,Aspirational,Attainment,Community_Consciousness,Familial,Filial_Piety,First_Generation,Navigational,Perseverance,Resistance,Social,Spiritual,class_0
essay_00244,s001978,hopefully in the future i will be able to get into a masters program and be able to do what i want.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00246,s001987,"not everyone can attend college to make a good life out of them,fortunately i am attending college and am really thankful for this opportunity.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00246,s001988,i am here in college today because i want to eat a comfortable life for my future self.,1,0,0,0,0,0,0,0,0,0,0,0
essay_00246,s001989,now a days there arent many good paying jobs that hire a person with just a high school diploma unless you get lucky.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00246,s001990,"going to college and doing well will give me more opportunities, jobs obviously but also more experience in so many ways and last but not the least enough money to start my own family someday.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00246,s001991,"i am learning to become more independent, since i live on campus.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00246,s001992,"i have started to do everything on my own, pay some of my own bills, cooking, etc,.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00246,s001993,so this is why i am here at sfsu majoring in civil engineer.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00246,s001994,and when i graduate from college i want my background to make a good impression to impress my employer.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00247,s001995,why am i here?i am here because i wanted a significant change in my life.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00247,s001996,i wanted to move out of the small town that i was living in and discard old habits and beliefs i possessed.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00247,s001997,i came to san francisco to change the person that i am.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00247,s001998,to get a better and broader perspective of life.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00247,s001999,i have changed so much since i moved here.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00247,s002000,"my friends, which some are from socal and others are from here, have made a significant impact in my life.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00247,s002001,these changes that have impacted my life has got me wanting to share it with the people back at home.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00248,s002002,"i am here to learn about physics that are related to my major, which would be able to help me after my educations.",1,0,0,0,0,0,1,0,0,0,0,0
essay_00248,s002003,i personally like physics myself so attending this lab is fun to me.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00248,s002004,this lab is also an opportunity for me to make friends and improve my ability to communicate.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00248,s002005,physics is also a part of everyday life so learning it can improve the normal life itself.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00249,s002006,i am here because i chose to be here.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00249,s002007,i believe that by attending san francisco state university i have decided to attend here.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00249,s002008,it was my choice.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00249,s002009,why it was my choice is because i dont know.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00249,s002010,"this is a streamofconsciousness, that means i will not be graded on the choice of my words.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00249,s002011,the speed at which im typing is probably at around 50 words per minute.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00249,s002012,thats not a abritaray number.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00249,s002013,"iroronically, it is a arbritary number.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00249,s002014,i believe that physics will enrich my life in so many ways.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00249,s002015,i believe calculus will enrich my life in so many ways.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00249,s002016,walking down the streets of oakland to catch the bart from fruitvale bart station can be very exciting since i know all this physics things.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00249,s002017,i can calculate the distance it takes from the house to the bart station.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00249,s002018,this is reflective journaing on why i am here the great philisopical question.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00250,s002019,i am here because i like to know how the world works.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00250,s002020,learning about the world in a lecture can be really boring at times even if you are interested in the subject.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00250,s002021,in lab you are able to work with electricity and magnetism physically and manipulate things to see how they go.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00250,s002022,with experimentation we are able to get a more solid feel for how things work than just going off of theory.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00250,s002023,i am also here because as a part of my major i need to take these courses as they are required.,0,0,0,0,0,0,1,0,0,0,0,0
essay_00250,s002024,i hope that these classes help me understand more of what i need to know in order to graduate.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00250,s002025,with my degree i plan to get a good career and pay off my loans.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00250,s002026,afterwards ill use my skills and knowledge to find a career that works more for me or that i enjoy more that still can support my financial needs.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00251,s002027,i am here because i have goals and ambitions that i want to achieve to make my support system happy.,1,0,1,0,0,0,0,0,0,0,1,0
essay_00251,s002028,my support system is my parents.,0,0,1,1,1,0,0,0,0,0,1,0
essay_00251,s002029,yes they did encourage and force me to choose my major but i do find interest in it.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00251,s002030,i want to live to my full potential not anyone who has talent and knowledge and not apply it to their life.,1,0,0,0,0,0,0,0,0,0,0,0
essay_00251,s002031,i want to do that by implementing these qualities to my daily life to become who i want to be.,1,0,0,0,0,0,0,0,0,0,0,0
essay_00251,s002032,i want to be an engineering for the future.,1,1,0,0,0,0,0,0,0,0,0,0
essay_00251,s002033,but currently right now i found another purpose of my years here.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00251,s002034,i want to be part of a community and make an impact in it.,1,0,1,0,0,0,0,0,0,0,1,0
essay_00251,s002035,peoples lives matter to me and i want to make a change.,1,0,0,0,0,0,0,0,0,0,0,0
essay_00251,s002036,i dont want to be known as that person who is something in particular.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00251,s002037,i want to be known as that person who is something and did something about it.,1,0,0,0,0,0,0,0,0,0,0,0
essay_00251,s002038,i want a title but the authority to be that person.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00252,s002039,if i am going to be completely honest im here to fulfill my requirements in order to graduate.,0,0,0,0,0,0,1,0,0,0,0,0
essay_00252,s002040,although i find physics interesting i wouldnt choose to take it on my own if it were not required of me.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00252,s002041,as a computer science major i understand the importance of understanding physics but do not see myself utilizing all of the formulas and information i learn here in the future.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00252,s002042,"although i would not choose to take this class on my own, i would not say that i hate the class completely.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00252,s002043,being able to work through tough problems with fellow classmates teaches me how to work hard and do it alongside my peers.,0,0,0,0,0,0,0,0,0,1,0,0
essay_00252,s002044,these are valuable skills that will definitely help me later on in life and going through a rigorous class will only help foster these skills even more.,0,0,0,0,0,0,0,0,0,1,0,0
essay_00252,s002045,"if i ask myself why am i here? the answer is not only that i have to, but also because i want to.",1,0,0,0,0,0,0,0,0,0,0,0
essay_00253,s002046,i am here because i wish to pursue my education and learn more about computer technology and engineering.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00253,s002047,with this in mind i plan to take advantage of my resources in college to help me with getting my degree in computer engineering (or computer science).,0,1,0,0,0,0,0,0,0,0,0,0
essay_00253,s002048,"my goal in sfsu is to study hard in all of my classes, expand my knowledge as much as possible, and get a better understanding of the concepts of math and physics.",1,0,0,0,0,0,0,0,0,0,0,0
essay_00253,s002049,"i have always been fond of math and physics since high school, and i continue to look forward to learning more in this class as well as my lecture.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00253,s002050,"even though physics is only a prerequisite to my computer science classes, i do feel like physics is an important concept to learn in order to know how our world works, and because of this it is important for me to take this class, as well as my others, seriously.",0,0,0,0,0,0,1,0,0,0,0,0
essay_00254,s002051,"i am taking this class not only because it is a requirement for my lecture physics class, but i feel like i can take something out of this class as well.",0,0,0,0,0,0,1,0,0,0,0,0
essay_00254,s002052,examples could be the lab experiments we will be undergoing throughout the semester to help further my understanding in my lecture class and my own knowledge.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00254,s002053,so far in the first lab we underwent electromagnetism and charges.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00254,s002054,to understand having two of the same charges repel each other while two different charges attract.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00254,s002055,"this is because protons and electrons want to connect with each other, forming bonds.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00254,s002056,i can remember from last semester when i took your class that i learned how to calculate error analysis and standard deviation.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00254,s002057,the reason why we learned from before this is because our measurements do have some sort of human factor that relates towards our errors in the experiments we do.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00254,s002058,"in another lab i learned under your teaching was about how to calculate area, volume, and density using the formulas given.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00254,s002059,overall i am looking forward to see what the next lab experiments will be like for this level of physics.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00255,s002060,i am here in physics 232 lab because i want to learn more about physics and how it works.,1,0,0,0,0,0,0,0,0,0,0,0
essay_00255,s002061,i am a computer engineering major that wants to get my degree and have to take this class to fulfill my requirements.,0,1,0,0,0,0,1,0,0,0,0,0
essay_00255,s002062,physics for me is not easy and it takes a lot of studying and hard work to achieve my understanding of the material.,0,0,0,0,0,0,0,1,0,0,0,0
essay_00255,s002063,i am also here in this lab to get a better understanding of the material and to ace this class.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00255,s002064,i am going to work very hard in this class to achieve this.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00255,s002065,i will also make sure i understand all the material because physics is a tough subject.,0,0,0,0,0,0,0,1,0,0,0,0
essay_00255,s002066,"physics requires a lot of work ethic and hard work, and you need to get help when you need it so that you can understand all the material, so that you will not fall behind.",0,0,0,0,0,0,0,1,0,0,0,0
essay_00256,s002067,"as a kid growing up in the east bay area, i always aimed for a prestigious career path because i was unsatisfied with my upbringing.",1,0,0,0,0,0,0,0,0,0,0,0
essay_00256,s002068,"i was the product of a divorced family, my mother was a bartender, my dad wasnt around much, and all of my brothers and sisters were half brothers and half sisters who were at least 8 years older than me.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00256,s002069,i spent much of my time outside of the house trying to stay busy.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00256,s002070,i never viewed my situation as traumatic or permanent but merely a starting point for something valuable.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00256,s002071,"i knew that i wouldnt allow myself to end up impoverished, victimized, or addicted.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00256,s002072,"towards the end of high school i found out that through hard work in my studies, i would be able to reach my goals and even provide the next generation of my family the opportunity to enhance their living standards as well.",0,0,0,0,1,0,0,0,0,0,0,0
essay_00256,s002073,"in the future i hope to be able to provide my children, nieces, and nephews the ability to get an education in a competitive field so that they can have success as well.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00257,s002074,when asked why i am here i automatically think about all the reasons that i am attending college.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00257,s002075,college is not only a way for me to advance my knowledge in many different areas but also to help me enter a field of work to hopefully find a long career in.,0,0,0,0,0,0,1,0,0,0,0,0
essay_00257,s002076,"going to college isnt only for ones self either, as having a college education will help anyone provide for their potential families they may have some day.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00257,s002077,also on top of learning college is a place that you can network and make connections to people from different places to broaden your point of view socially and in some ways politically.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00257,s002078,so when thinking of why i am truly here i guess it is to help give myself opportunities for my future and the future of a family i will have someday.,0,0,0,0,1,0,0,0,0,1,0,0
essay_00257,s002079,college so far has truly been a very life changing experience for me.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00259,s002086,i am here because this lab is a requirement for my major in computer science here at san francisco state university.,0,0,0,0,0,0,1,0,0,0,0,0
essay_00259,s002087,i intend to become a software engineer so i honestly have no idea how electric fields and charges have anything in common with it.,0,1,0,0,0,0,0,0,0,0,0,0
essay_00259,s002088,"i want to help create and code video games and for me personally, it doesnt feel like physics 230 and 232 will give me the knowledge for that.",1,0,0,0,0,0,0,0,0,0,0,0
essay_00259,s002089,the physics classes here feel more like they take time away from learning how to code and focusing on things that stray away from my future career.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00259,s002090,i hope this subject will teach me at least something valuable i can use in becoming a software engineer.,0,1,0,0,0,0,0,0,0,0,0,0
essay_00260,s002091,i feel like the reason i am on this planet is to try to impact the others around me in a positive way and to leave this world in a better condition that it already is.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00260,s002092,finding my purpose to live is an ongoing thought that i dont think about everyday but is a thought in the back of my head when i wake up every morning.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00260,s002093,"since i am pursuing a degree in computer engineering, my goal after graduating was to work for a gaming companies such as zynga, activision, or blizzard, but my side goal was to give back to low income communities that arent technologically advanced.",0,1,0,0,0,0,0,0,0,0,0,0
essay_00260,s002094,"id want to teach kids how to program, code, and how to think because technology is going to be everywhere.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00260,s002095,the only tech course i had growing up was in middle school and i only learned how to type and navigate through a computer.,1,0,0,0,0,0,0,0,0,0,0,0
essay_00260,s002096,so id want to fund a course that would teach more computer science to kids either in a curriculum or at an after school program.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00260,s002097,in the end i would want to leave a legacy so my kids know that i did my work on this planet and to influence them to want to leave their mark.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00261,s002098,i am here to learn.,1,0,0,0,0,0,0,0,0,0,0,0
essay_00261,s002099,i am here to succeed.,1,0,0,0,0,0,0,0,0,0,0,0
essay_00261,s002100,i am here for my family and to help them succeed.,0,0,0,0,1,0,0,0,0,0,0,0
essay_00261,s002101,it may be kind of indirect but it is to help them be happy.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00261,s002102,"as i always say to my friends, learning makes my brain get a little bit bigger from the knowledge.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00261,s002103,i am a kinesiology major so i am here to learn to help others.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00261,s002104,it's something that i have always felt was a part of me.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00262,s002105,i am here to make meaningful connections with people.,1,0,0,0,0,0,0,0,0,0,0,0
essay_00262,s002106,i am here because i want to be able to be successful in the future.,1,0,0,0,0,0,0,0,0,0,0,0
essay_00262,s002107,and i am here to ensure that my future involves me being happy and also being comfortable.,1,0,0,0,0,0,0,0,0,0,0,0
essay_00262,s002108,"in my major, computer science, i am hoping to gain an internship to make my chances better at achieving that goal of success and fulfillment, but at the moment, my goal is to meet new people within my organization, the asian student union, and to also have at least a 3.5 gpa for this year.",0,1,0,0,0,0,0,0,0,0,0,0
essay_00262,s002109,i want to be able to leave san francisco state university with connections to people in my major and people not in my major to build a network that i can connect to anytime.,1,0,0,0,0,0,0,0,0,0,0,0
essay_00262,s002110,i also wish to give back to my parents who worked and even passed up buying a house so that my brother and i can go to college without much debt.,0,0,0,1,1,0,0,0,0,0,0,0
essay_00263,s002111,"""why am i here?"" the obvious reason why am i here is because this class is required to take for my physics class 230.",0,0,0,0,0,0,1,0,0,0,0,0
essay_00263,s002112,"however, this lab class provides me more opportunity to understand and explores the daily life of physics.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00263,s002113,we are living in a world that involved physics and we dont even know about it.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00263,s002114,i am in this class to learn more different kinds of methods and to use appropriate method to solve complicated physics problem.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00263,s002115,i also wish to learn more about physics and to work with teammates to finish the lab experiments.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00263,s002116,"with taking this class, it also helps me to understand the formula or theory that i used in my physics class.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00263,s002117,each experiment in this class helps me to improve my knowledge in physics and physics is important because it helps us to understand our world better and even improve life by giving us technologies.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00263,s002118,this class also helps me to develop critical thinking and math skills.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00263,s002119,it brings me clarity in the mind of the basic concept of physics and helps me to understand and memorize.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00264,s002120,why am i here? i am in physics 232: general physics with calculus ii laboratory for many valid reasons.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00264,s002121,"first of all, i need this class to fulfil my units because in order to be qualified for financial aid, i must need at least 12 units and above.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00264,s002122,"although this class is only 1 unit, it helps me reach to my requirement.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00264,s002123,"second, i also need this class as a prerequisite for my engr 205: electric circuits which im planning to take in spring semester.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00264,s002124,"in addition, this class is also a prerequisite for my major in computer engineering.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00264,s002125,"last and most importantly, i am here to learn what physics is all about.",1,0,0,0,0,0,0,0,0,0,0,0
essay_00264,s002126,"i also want to have a chance to work closer with my classmates as a team, to make friends and to learn from each other.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00264,s002127,"i hope that by the end of this semester, i will be able to absorbs most of the knowledge from the labs and lectures and the apply those knowledge in real life scenarios.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00265,s002128,the question why am i here? is a very broad question.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00265,s002129,the way i interpret the question is either as a philosophical question or asking why i am actually in the class.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00265,s002130,"to answer why i am in a physics course, it is simply because it is a prerequisite for my engineering courses.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00265,s002131,i am in physics 230232 because i have to take this class in order to take other classes for the future.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00265,s002132,"however, to answer it philosophically, i dont know why i am here.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00265,s002133,"although, i do believe that everyone has their own purpose and that life has a way of leading you to where you need to be.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00265,s002134,maybe i am here because there is something important that i need to do with my life.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00265,s002135,"this means that i cannot waste my life and have to live my life to the fullest, whether that be doing something that i love for the rest of my life or just experiencing new things and having fun in general.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00268,s002150,i am here because i want to get a degree in computer science and this class is a requirement.,1,1,0,0,0,0,0,0,0,0,0,0
essay_00268,s002151,i am in san francisco in classes in order to achieve higher education and to succeed later in life.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00268,s002152,"i want to be able to have options, and being educated in a useful skill like computer science makes that much easier to achieve.",1,0,0,0,0,0,0,0,0,0,0,0
essay_00268,s002153,"being in this physics lab reminds me that school is a grind, and you have to keep going in order to be successful.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00268,s002154,"if you dont have the persistence to keep going, someone else is going to take your spot, and get a leg up on you.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00268,s002155,"coming to this physics lab keeps me on my toes, and i never know what to expect when i show up, but its usually a virtual lab.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00269,s002156,physics why am i here?,0,0,0,0,0,0,0,0,0,0,0,1
essay_00269,s002157,i am here to learn about physics in depth and observe the principles we learn in everyday classes and practice the logic behind the essential physics concepts.,1,0,0,0,0,0,0,0,0,0,0,0
essay_00269,s002158,"i feel like the physics is at the center of life whatever we do, whether if its driving, walking or even when i am writing this essay.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00269,s002159,"i am here to understand the use of the physics and get better the apply these concepts in computer engineering, like electricity, magnetivity and other principles to make computers work and efficiently learn these topics.",1,0,0,0,0,0,0,0,0,0,0,0
essay_00269,s002160,"despite, all these concepts that is definitely interesting, i feel physics can be sometimes hard to be understood with all the details and mind boggling questions it includes.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00269,s002161,"yet, these concepts will be an important part of my work i will be doing in the future.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00269,s002162,"thus, i am here to learn physics and more to get better.",1,0,0,0,0,0,0,0,0,0,0,0
essay_00270,s002163,im here right now because i need to be here.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00270,s002164,people around the clock trying to decide what aspects of their lives involve only needs or wants.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00270,s002165,"in my case, being part of a university has never been a want but a need since i started studying.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00270,s002166,"is not that i hate studying, but the fact that i dont love it makes it even harder to comprehend why am i here.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00270,s002167,the reason i study lies in the constant fear of failure i acknowledge in myself.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00270,s002168,"must people study to get money, fame, or a stable life, and to be real with you, studying is nothing more to me that a goal i need to achieve to make a person happy, myself.",0,0,0,0,0,0,0,1,0,0,0,0
essay_00270,s002169,"i need to be someone, not someone famous perhaps, but someone who can look into a mirror and recognise who is on the other side.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00270,s002170,"a degree will make me advance towards what i need to be, and studying is just a medium.",0,0,0,0,0,0,1,0,0,0,0,0
essay_00270,s002171,that is why im here.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00271,s002172,i am here because it is a class that is required for my major.,0,0,0,0,0,0,1,0,0,0,0,0
essay_00271,s002173,"i don't resent physics per say, i was just never very good at it when i take a look at my past experiences in academia.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00271,s002174,"it is not like i don't have any interest at all either, i know how physics is quintessential to basically how our entire world works and understanding physics gives us a key to a better understanding of the world.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00271,s002175,i do have a bit of interest into how planets behave and general astronomy interests that sort of fall into the category of physics.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00271,s002176,there are a lot of concepts in physics that interest me a lot like how atoms behave and how charges work.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00271,s002177,i think i will enjoy this semester a lot more due to the fact that theres more of an appeal to me.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00271,s002178,the fact that we cant see these forces at work adds a bit to the mystery and excitement of this material.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00271,s002179,"while it is required of me to take this class, i very much do look forward to learning about the type of physics we cant see much of and learning how this is applicable to everyday life.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00272,s002180,"i am here taking physics 230 because my experiences in physics 220 last semester were satisfactory and i find some interest in the subject, even if said interest isn't too much.",0,0,0,0,0,0,1,0,0,0,0,0
essay_00272,s002181,"there are many parallels that can be drawn between physics and my choice of major (math with a concentration in teaching), specifically the numerics involved, but in my time taking physics i've discovered that the math involved in physics takes a different, more complex form than in calculus despite using calculus concepts.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00272,s002182,"this has raised some interest within me as to how the math is applied differently, not to mention the topics covered in the class in general.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00272,s002183,"physics is a class that often can have a negative stigma surrounding it, especially given how abstract the concepts can get, but i am nonetheless interested in the content and try to keep an open mind as i study it.as for college in general, i am here because i wish to gather the knowledge and experience to become a math teacher, in addition to forming valuable connections with the people i meet along the way.",0,1,0,0,0,0,0,1,0,0,0,0
essay_00272,s002184,gaining perspective and insight from my professors on how they organize their class and how they interact with students has and will prove to be valuable in contributing to my future.,0,0,0,0,0,0,0,0,0,1,0,0
essay_00273,s002185,"honestly, im not too sure.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00273,s002186,physics is an interesting topic and i do enjoy it but im primary here given its a required for my major of comp sci.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00273,s002187,which im majoring in just because its a job i know i can do well in and tolerate as a career.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00273,s002188,"if i had the choice, i wouldnt be taking it given physics 2 is likely to be a net loss for my gpa given anything less than a straight a would be.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00273,s002189,and theres about zero chance im getting that this semester.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00273,s002190,"overall, i will say im looking forward to the class and learning the material, especially the lab portion given it should be significantly smoother then my physics 1 lab went due to different grading policies.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00273,s002191,and it certainly beats taking any kinda of lower or upper division ge in terms of interesting material.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00273,s002192,"so i guess im taking the class because its interesting, gets me closer to my end goal of getting a cs degree.",0,1,0,0,0,0,1,0,0,0,0,0
essay_00274,s002193,"why am i here?in the sense where we are talking about why am i here, right now in the lab room, i am here because i am taking a course further complete my major and hopefully graduate on time.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00274,s002194,i am also here to learn about the meaning of life and how things around us work.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00274,s002195,i am also here because i want to learn more about how things are moving the way they are or reacting to different objects they way they react.,1,0,0,0,0,0,0,0,0,0,0,0
essay_00274,s002196,i am here in this class because of many different outcomes that came together to bring me to this class on a specific time of day.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00274,s002197,"when talking about why i am here in general, then its because i choose the path to continue school and go to a four year college because i think if i work hard during school its going to pay off after graduating and getting a well paying job that i like.",0,0,0,0,0,0,1,0,0,0,0,0
essay_00274,s002198,i am also here because i made a choice to study computer engineering and not nursing because of how impacting it was and my interest in computer since i was young.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00274,s002199,"lastly, i am here because it was meant for me to be here and take on the journey call life.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00275,s002200,i am here to help secure a future that i want to have.,1,0,0,0,0,0,0,0,0,0,0,0
essay_00275,s002201,my parents want me to have a future that is secure for me as do i. they gave me an opportunity to further my education by letting me come to college and supporting me through the journey.,0,0,0,1,1,1,0,0,0,0,0,0
essay_00275,s002202,i want to be able to get a degree and have an impact on society some way.,1,0,0,0,0,0,0,0,0,0,0,0
essay_00275,s002203,either helping make roads better or building homes for people i want to make an impact in this era.,1,0,0,0,0,0,0,0,0,0,1,0
essay_00275,s002204,i also want to be able to teach people what i know from coming here.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00275,s002205,to spread what i learned from coming to a university and teaching it to them.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00275,s002206,my parents were not able to get an education from theyre country so they decided to give it to me.,0,0,0,1,1,1,0,0,0,0,0,0
essay_00275,s002207,the reason i am here is to make an impact in society and to make my parents proud of securing a future.,1,0,0,1,1,1,0,0,0,0,0,0
essay_00278,s002229,that is why i am here.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00278,s002230,the reason why i transferred to san francisco state is because i was not entirely comfortable in my old school.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00278,s002231,i felt very isolated in that school and felt like there were not enough programs to get involved in.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00278,s002232,i came to sf state because it was closer to home and it was going to save me a lot of money.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00278,s002233,"another reason why i am attending this school is because i feel like there's more programs and internships to get involved in, i feel like this school has so much to offer.",0,0,0,0,0,0,0,0,0,0,0,1
essay_00278,s002234,i am here because i was getting home sick and i did not want to be far away from home.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00278,s002235,i hoped to find more internships around sf but since covid began there haven't been many opportunities lately.,0,0,0,0,0,0,0,0,0,0,0,1
essay_00278,s002236,the reason i am in this class is to fulfill the requirements for my major in order to graduate and go to nursing school.,0,1,0,0,0,0,0,0,0,0,0,0
