essay_id,sentence_id,sentence,label
essay_00246,s001992,"i have started to do everything on my own, pay some of my own bills, cooking, etc,.",0
essay_00246,s001993,so this is why i am here at sfsu majoring in civil engineer.,0
essay_00246,s001994,and when i graduate from college i want my background to make a good impression to impress my employer.,0
essay_00247,s001995,why am i here?i am here because i wanted a significant change in my life.,0
essay_00247,s001996,i wanted to move out of the small town that i was living in and discard old habits and beliefs i possessed.,0
essay_00247,s001997,i came to san francisco to change the person that i am.,0
essay_00247,s001998,to get a better and broader perspective of life.,0
essay_00247,s001999,i have changed so much since i moved here.,0
essay_00247,s002000,"my friends, which some are from socal and others are from here, have made a significant impact in my life.",0
essay_00247,s002001,these changes that have impacted my life has got me wanting to share it with the people back at home.,0
essay_00248,s002003,i personally like physics myself so attending this lab is fun to me.,0
essay_00248,s002004,this lab is also an opportunity for me to make friends and improve my ability to communicate.,0
essay_00248,s002005,physics is also a part of everyday life so learning it can improve the normal life itself.,0
essay_00249,s002006,i am here because i chose to be here.,0
essay_00249,s002007,i believe that by attending san francisco state university i have decided to attend here.,0
essay_00249,s002008,it was my choice.,0
essay_00249,s002009,why it was my choice is because i dont know.,0
essay_00249,s002010,"this is a streamofconsciousness, that means i will not be graded on the choice of my words.",0
essay_00249,s002011,the speed at which im typing is probably at around 50 words per minute.,0
essay_00249,s002012,thats not a abritaray number.,0
essay_00249,s002013,"iroronically, it is a arbritary number.",0
essay_00249,s002014,i believe that physics will enrich my life in so many ways.,0
essay_00249,s002015,i believe calculus will enrich my life in so many ways.,0
essay_00249,s002016,walking down the streets of oakland to catch the bart from fruitvale bart station can be very exciting since i know all this physics things.,0
essay_00249,s002017,i can calculate the distance it takes from the house to the bart station.,0
essay_00249,s002018,this is reflective journaing on why i am here the great philisopical question.,0
essay_00250,s002019,i am here because i like to know how the world works.,0
essay_00250,s002020,learning about the world in a lecture can be really boring at times even if you are interested in the subject.,0
essay_00250,s002021,in lab you are able to work with electricity and magnetism physically and manipulate things to see how they go.,0
essay_00250,s002022,with experimentation we are able to get a more solid feel for how things work than just going off of theory.,0
essay_00250,s002024,i hope that these classes help me understand more of what i need to know in order to graduate.,0
essay_00250,s002025,with my degree i plan to get a good career and pay off my loans.,0
essay_00250,s002026,afterwards ill use my skills and knowledge to find a career that works more for me or that i enjoy more that still can support my financial needs.,0
essay_00251,s002029,yes they did encourage and force me to choose my major but i do find interest in it.,0
essay_00251,s002032,i want to be an engineering for the future.,1
essay_00251,s002033,but currently right now i found another purpose of my years here.,0
essay_00251,s002036,i dont want to be known as that person who is something in particular.,0
essay_00251,s002038,i want a title but the authority to be that person.,0
essay_00252,s002040,although i find physics interesting i wouldnt choose to take it on my own if it were not required of me.,0
essay_00252,s002041,as a computer science major i understand the importance of understanding physics but do not see myself utilizing all of the formulas and information i learn here in the future.,0
essay_00252,s002042,"although i would not choose to take this class on my own, i would not say that i hate the class completely.",0
essay_00254,s002052,examples could be the lab experiments we will be undergoing throughout the semester to help further my understanding in my lecture class and my own knowledge.,0
essay_00254,s002053,so far in the first lab we underwent electromagnetism and charges.,0
essay_00254,s002054,to understand having two of the same charges repel each other while two different charges attract.,0
essay_00254,s002055,"this is because protons and electrons want to connect with each other, forming bonds.",0
essay_00254,s002056,i can remember from last semester when i took your class that i learned how to calculate error analysis and standard deviation.,0
essay_00254,s002057,the reason why we learned from before this is because our measurements do have some sort of human factor that relates towards our errors in the experiments we do.,0
essay_00254,s002058,"in another lab i learned under your teaching was about how to calculate area, volume, and density using the formulas given.",0
essay_00254,s002059,overall i am looking forward to see what the next lab experiments will be like for this level of physics.,0
essay_00256,s002068,"i was the product of a divorced family, my mother was a bartender, my dad wasnt around much, and all of my brothers and sisters were half brothers and half sisters who were at least 8 years older than me.",0
essay_00256,s002069,i spent much of my time outside of the house trying to stay busy.,0
essay_00256,s002070,i never viewed my situation as traumatic or permanent but merely a starting point for something valuable.,0
essay_00256,s002071,"i knew that i wouldnt allow myself to end up impoverished, victimized, or addicted.",0
essay_00256,s002073,"in the future i hope to be able to provide my children, nieces, and nephews the ability to get an education in a competitive field so that they can have success as well.",0
essay_00258,s002080,i am in this lab section to complete the lab requirement of phys 230 to proceed with the rest of my academic learning.,0
essay_00258,s002081,i am also here to see and experience the application of the concepts that i learned in the lecture to better understand the science.,0
essay_00258,s002082,the reason why i am here is to continue with acquiring my degree so that i can eventually apply for a programming job at a software firm.,1
essay_00258,s002083,i am mainly interested in working on cybersecurity and artificial intelligence.,0
essay_00258,s002084,and to accomplish my goals i am taking the required courses for my major and any other course that i will need to advance my knowledge in cybersecurity and artificial intelligence.,0
essay_00258,s002085,i have always been fascinated to work in cybersecurity and work with ai. those are the main reason why i am here in this physics lab section so that can obtain my degree.,0
essay_00259,s002087,i intend to become a software engineer so i honestly have no idea how electric fields and charges have anything in common with it.,1
essay_00259,s002089,the physics classes here feel more like they take time away from learning how to code and focusing on things that stray away from my future career.,0
essay_00259,s002090,i hope this subject will teach me at least something valuable i can use in becoming a software engineer.,1
essay_00260,s002091,i feel like the reason i am on this planet is to try to impact the others around me in a positive way and to leave this world in a better condition that it already is.,0
essay_00260,s002092,finding my purpose to live is an ongoing thought that i dont think about everyday but is a thought in the back of my head when i wake up every morning.,0
essay_00260,s002093,"since i am pursuing a degree in computer engineering, my goal after graduating was to work for a gaming companies such as zynga, activision, or blizzard, but my side goal was to give back to low income communities that arent technologically advanced.",1
essay_00260,s002094,"id want to teach kids how to program, code, and how to think because technology is going to be everywhere.",0
essay_00260,s002096,so id want to fund a course that would teach more computer science to kids either in a curriculum or at an after school program.,0
essay_00260,s002097,in the end i would want to leave a legacy so my kids know that i did my work on this planet and to influence them to want to leave their mark.,0
essay_00261,s002101,it may be kind of indirect but it is to help them be happy.,0
essay_00261,s002102,"as i always say to my friends, learning makes my brain get a little bit bigger from the knowledge.",0
essay_00261,s002103,i am a kinesiology major so i am here to learn to help others.,0
essay_00261,s002104,it's something that i have always felt was a part of me.,0
essay_00262,s002108,"in my major, computer science, i am hoping to gain an internship to make my chances better at achieving that goal of success and fulfillment, but at the moment, my goal is to meet new people within my organization, the asian student union, and to also have at least a 3.5 gpa for this year.",1
essay_00263,s002112,"however, this lab class provides me more opportunity to understand and explores the daily life of physics.",0
essay_00263,s002113,we are living in a world that involved physics and we dont even know about it.,0
essay_00263,s002114,i am in this class to learn more different kinds of methods and to use appropriate method to solve complicated physics problem.,0
essay_00263,s002115,i also wish to learn more about physics and to work with teammates to finish the lab experiments.,0
essay_00263,s002116,"with taking this class, it also helps me to understand the formula or theory that i used in my physics class.",0
essay_00263,s002117,each experiment in this class helps me to improve my knowledge in physics and physics is important because it helps us to understand our world better and even improve life by giving us technologies.,0
essay_00263,s002118,this class also helps me to develop critical thinking and math skills.,0
essay_00263,s002119,it brings me clarity in the mind of the basic concept of physics and helps me to understand and memorize.,0
essay_00267,s002145,i would say these majors are considering ones of the hardest majors in universities.,0
essay_00267,s002146,"after i have taken the pervious physics classes, i feel now the labs are not that awful as i would expect.",0
essay_00267,s002147,"theoretically, it is considered to be the supporting role for me to digest the physics concepts which i learned from 230.",0
essay_00267,s002148,"i also notice that not every lab is as interesting as checking instagram, but i do want to get out something which can be used whether in the long term future or the upcoming exams for physics.",0
essay_00267,s002149,"and these could probably tell why im (enroll) in this class, its to prepare my future self.",0
essay_00268,s002150,i am here because i want to get a degree in computer science and this class is a requirement.,1
essay_00268,s002151,i am in san francisco in classes in order to achieve higher education and to succeed later in life.,0
essay_00268,s002153,"being in this physics lab reminds me that school is a grind, and you have to keep going in order to be successful.",0
essay_00268,s002154,"if you dont have the persistence to keep going, someone else is going to take your spot, and get a leg up on you.",0
essay_00268,s002155,"coming to this physics lab keeps me on my toes, and i never know what to expect when i show up, but its usually a virtual lab.",0
essay_00269,s002156,physics why am i here?,0
essay_00269,s002158,"i feel like the physics is at the center of life whatever we do, whether if its driving, walking or even when i am writing this essay.",0
essay_00269,s002160,"despite, all these concepts that is definitely interesting, i feel physics can be sometimes hard to be understood with all the details and mind boggling questions it includes.",0
essay_00269,s002161,"yet, these concepts will be an important part of my work i will be doing in the future.",0
essay_00270,s002163,im here right now because i need to be here.,0
essay_00270,s002164,people around the clock trying to decide what aspects of their lives involve only needs or wants.,0
essay_00270,s002165,"in my case, being part of a university has never been a want but a need since i started studying.",0
essay_00270,s002166,"is not that i hate studying, but the fact that i dont love it makes it even harder to comprehend why am i here.",0
essay_00270,s002167,the reason i study lies in the constant fear of failure i acknowledge in myself.,0
essay_00270,s002169,"i need to be someone, not someone famous perhaps, but someone who can look into a mirror and recognise who is on the other side.",0
essay_00270,s002171,that is why im here.,0
essay_00271,s002173,"i don't resent physics per say, i was just never very good at it when i take a look at my past experiences in academia.",0
essay_00271,s002174,"it is not like i don't have any interest at all either, i know how physics is quintessential to basically how our entire world works and understanding physics gives us a key to a better understanding of the world.",0
essay_00271,s002175,i do have a bit of interest into how planets behave and general astronomy interests that sort of fall into the category of physics.,0
essay_00271,s002176,there are a lot of concepts in physics that interest me a lot like how atoms behave and how charges work.,0
essay_00271,s002177,i think i will enjoy this semester a lot more due to the fact that theres more of an appeal to me.,0
essay_00271,s002178,the fact that we cant see these forces at work adds a bit to the mystery and excitement of this material.,0
essay_00271,s002179,"while it is required of me to take this class, i very much do look forward to learning about the type of physics we cant see much of and learning how this is applicable to everyday life.",0
essay_00273,s002185,"honestly, im not too sure.",0
essay_00273,s002186,physics is an interesting topic and i do enjoy it but im primary here given its a required for my major of comp sci.,0
essay_00273,s002187,which im majoring in just because its a job i know i can do well in and tolerate as a career.,0
essay_00273,s002188,"if i had the choice, i wouldnt be taking it given physics 2 is likely to be a net loss for my gpa given anything less than a straight a would be.",0
essay_00273,s002189,and theres about zero chance im getting that this semester.,0
essay_00273,s002190,"overall, i will say im looking forward to the class and learning the material, especially the lab portion given it should be significantly smoother then my physics 1 lab went due to different grading policies.",0
essay_00273,s002191,and it certainly beats taking any kinda of lower or upper division ge in terms of interesting material.,0
essay_00273,s002192,"so i guess im taking the class because its interesting, gets me closer to my end goal of getting a cs degree.",1
essay_00275,s002204,i also want to be able to teach people what i know from coming here.,0
essay_00275,s002205,to spread what i learned from coming to a university and teaching it to them.,0
essay_00276,s002209,i hope im able to learn more about flux and etc.,0
essay_00276,s002210,i hope im able to gain more knowledge from these labs.,0
essay_00276,s002212,i hope labs will also let me apply on a daily basis.,0
essay_00276,s002213,im looking forward to learn more things that i have forgotten or never learned before.,0
essay_00276,s002214,i am very interested in the stem field.,0
essay_00276,s002215,i really like physics but its difficult to understand.,0
essay_00276,s002216,taking this class will help me explore this field and have a better understanding of the lecture.,0
essay_00276,s002217,i can practice on writing lab reports and improve it.,0
essay_00277,s002219,i am here because i am required to concurrently be enrolled in this lab class if i take physics 230.,0
essay_00277,s002220,i am taking physics 230 because it is a prerequisite for my major.,0
essay_00277,s002221,my major is computer science and learning physics is a good way to learn how to problem solve.,0
essay_00277,s002222,these problem solving skills that i will develop in both the physics 230 seminar class and the lab class will be very beneficial to me and my future aspirations.,0
essay_00277,s002223,"although i probably wont be needing actual physics for a future computer science job, these problem solving techniques will be very helpful in the future.",0
essay_00277,s002224,i am a computer science major because of the high demand and job security that comes with the major.,0
essay_00277,s002228,i am in physics 23206 specifically because it is the best time for me to have this lab.,0
essay_00278,s002229,that is why i am here.,0
essay_00278,s002230,the reason why i transferred to san francisco state is because i was not entirely comfortable in my old school.,0
essay_00278,s002231,i felt very isolated in that school and felt like there were not enough programs to get involved in.,0
essay_00278,s002232,i came to sf state because it was closer to home and it was going to save me a lot of money.,0
essay_00278,s002233,"another reason why i am attending this school is because i feel like there's more programs and internships to get involved in, i feel like this school has so much to offer.",0
essay_00278,s002234,i am here because i was getting home sick and i did not want to be far away from home.,0
essay_00278,s002235,i hoped to find more internships around sf but since covid began there haven't been many opportunities lately.,0
essay_00278,s002236,the reason i am in this class is to fulfill the requirements for my major in order to graduate and go to nursing school.,1
essay_00281,s002252,why am here?i am here because i am a civil engineering student here at san francisco state university.,0
essay_00281,s002253,recently i have switched my major to civil engineering making this class my 2nd to last physics lab before i actually am done with my physics requirement.,0
essay_00281,s002255,it is my 5th year here and hopefully by the end of 2021 i will have completed all my required classes for civil engineering.,0
essay_00281,s002256,i am here in san francisco because my mother was born here in the city in 1959 and has actually remained here her entire life time.,0
essay_00281,s002257,personally i think living here was way easier than it is now as rent is super high and the cost of living has drastically increased.,0
essay_00281,s002258,i think my family got lucky as they bought our how when we were young right before houses began to cost a really large amount.,0
essay_00281,s002259,i sometimes wonder if ill live here forever or if i will move somewhere else.,0
essay_00281,s002260,i definitely don't want to move somewhere where it is hot all the time.,0
essay_00281,s002261,i think i'm here because of destiny and it is my job to figure out if my fate is here.,0
essay_00282,s002262,the reason im here taking physics 232 is because its a prerequisite for to get my degree in civil engineering.,1
essay_00282,s002263,"i wouldnt say im the most inclined towards physics, but i understand its usefulness in learning the concepts it encompasses.",0
essay_00282,s002264,i hope to enjoy this lab course more than previous lab classes as they generally arent my favorite thing.,0
essay_00282,s002265,"i guess those are really all my thoughts, but i hope to do to put in enough work into this class to succeed and do well.",1
essay_00283,s002267,"but who knows, i cant see the future, and simply rambling to take up pace in this text box.",0
essay_00283,s002268,"simply put, i chose this class because it not only interesting but because its required to get my degree, no harsh feelings.",0
essay_00283,s002271,"so naturley with science and math being vital in enginnering, and with mechanical engineering, being not only fairly broad, making it ""easier"" to find a decent paying job in the future, but focusing on the mechanical and physics aspects in technology and computers.",0
essay_00283,s002272,so it was almost a no brainer when deciding what degree i was going to pursure in college.,0
essay_00283,s002273,"so long story short, i join this class in order to one day help design and build the first affortable submarine car.",0
essay_00284,s002274,"i dont know whether here refers to this class or this college, so i will answer both.",0
essay_00284,s002275,i am here in this class to learn more about physics in a physical way rather than in pure equations and numbers.,0
essay_00284,s002276,i prefer labs more than lectures since i am able to move around and not be forced to sit still while some person talks at me.,0
essay_00284,s002277,i enjoy being able to see the direct correlation between what i was taught and how it affects the world that i live in.,0
essay_00284,s002278,the reason why i am at this school is because i want to pursue a degree in chemistry.,1
essay_00284,s002279,"as most know right now, the environment is pretty fucked.",0
essay_00284,s002280,"from my standpoint, humanity needs to find a way to be less wasteful with their resources.",0
essay_00284,s002282,a large amount of co2 is made by burning fossil fuels.,0
essay_00284,s002283,"if we can reduce how much we use, then how much waste we produce is also cut down.",0
essay_00284,s002284,that way we can reduce the amount of pollutants that we make and hopefully our race will live past the year 2100.,0
essay_00285,s002285,i migrate to the usa with my brother to live a better life.,0
essay_00285,s002287,"all i know was, this country will give me a better life than my own country.",0
essay_00285,s002288,why am i here in this class?,0
essay_00285,s002289,"i am here to pursue my career of becoming an electrical engineering, and physics is one of the most important parts of it.",1
essay_00285,s002290,"coming to san francisco state university was not easy at all, especially the language, community, environment, and the surroundings.",0
essay_00285,s002291,"i am taking physics 230232 because it is one of my lowerdivision major class, this class will help me expand my learning, daily life, and especially how physics is connected to our everyday life.",0
essay_00285,s002292,"it here to learn new things, meet new people, and to be able to learn the culture and how is the america dream that a lot of people from the different country dream of.",0
essay_00285,s002294,i am also here to expand my understanding of how physics does really connect to the world and the challenges that await me for this course.,0
essay_00286,s002295,"coincidentally, i was thinking of one of my favorite web shows while reading this question: red vs blue.",0
essay_00286,s002296,"i believe the opening question from one of the main characters from the show is you ever wonder why were here? well, i sometimes like to wonder why im here, but usually stop to accept the fact that i am here now.",0
essay_00286,s002297,what is existence?,0
essay_00286,s002298,the meaning of life?,0
essay_00286,s002299,i wouldnt bother to try to explain because ive accepted one true fact that we all can live with: im here right now because i have to be.why am i here right now?,0
essay_00286,s002301,the tools and knowledge used in this course only align with a very specific subset of the entirety of my career path.,0
essay_00286,s002302,"this isnt an issue for me, but it does feel punishing to be here in a sense.",0
essay_00286,s002303,i have to learn and master what were taught in physics to pass our incredibly difficult class with a somewhat high statistical failure rate.,0
essay_00286,s002304,i do see that it is important to develop ones mind however.,0
essay_00287,s002307,"as a computer engineering student, i have finished my phys 222 and 220 last semester.what impressed me the most was the study of error and precision.",0
essay_00287,s002308,i used to think that physics experiments were just for theory verification.,0
essay_00287,s002309,"if i know the theory, the result and precision of the experiment would not matter to me, but these classes changed my mind a lot, it taught me that the influence of error and deviation can be big enough to let me get an experimental result contrary to the theoretical result.",0
essay_00287,s002310,"this semester,i hope i can learn more experimental abilities and develop good habits of doing experiments in phys 232.",0
essay_00287,s002311,"in fact, physics is not like math, many theories are based on casual discoveries and repeated experiments.",0
essay_00287,s002312,"and i believe that comparing with getting the predicted results after experiments, the physical spirit of daring to experiment repeatedly and strive for truth is what i admire and want to learn.",0
essay_00288,s002313,why am i here.,0
essay_00288,s002315,"as for the topic itself, i dont think this is a class that i would voluntarily sign up for and the reason for this is because this class is, in my opinion, the most difficult physics class in the whole physics series.",0
essay_00288,s002316,but i am here so my mindset is now to take advantage of the situation that i am in and learn as much as i can.,0
essay_00288,s002317,"with this mindset, i am here because the topics that i will learn in this class such as electrical circuits and electric current can be very useful in the real world; understanding current and flow of electricity can enable me the skills to fix various machines throughout my house.",0
essay_00288,s002318,"on a more broad scale, i am here at school because i believe that education is the best solution especially if you do not know where or what you want to be or do in your life.",0
essay_00288,s002319,"i believe that going to college and taking various classes will allow you to figure out you strengths and weakness and with that, possibly figure out what you want to do in life.",0
essay_00289,s002320,"well, since i was a kid i have been fascinated with the way things work.",0
essay_00289,s002321,"i have always been a very curious person, from breaking stuff just to see what is inside anything to disassemble and assemble things.",0
essay_00289,s002323,"i like to learn about how things work, i think physics is one of those branches of science where you really learn the purpose of how mechanical, theoretical, and even practical scenarios meet and can potentially explain the world.",0
essay_00289,s002324,"another reason i like physics relates to the reason why i decided to do physics can better relate to a quote i once heard; to truly understand beauty is to be able to understand how the smallest part like neutrons, electrons, and even the quantum world works.",0
essay_00289,s002325,"is also to understand the dimensions of time, and space.",0
essay_00289,s002326,to be able to look at the start and know why the universe is what it is and is continuously expanding.,0
essay_00289,s002327,it is to look at a flower and understand where the colors come from etc this quote might not be exact but its pretty similar to what i remember.,0
essay_00290,s002330,i am actually a chinese and i went to the u.s. when i was 15 years old.,0
essay_00290,s002331,i went to high school in la and i chose to go to sf state is because it is close to the silicon valley and my father said it is very easy to find a job there based on my major.,0
essay_00290,s002332,"that is the reason why i am at this school, then i am going to talk about why i am in this class.",0
essay_00290,s002333,i am here because i have to take this class.,0
essay_00290,s002334,"actually, this class comes with the phy230 but whatever.",0
essay_00290,s002335,i study physics is not because how much i like physics and how much i love to study.,0
essay_00290,s002336,my only goal is to graduate on time and get a finepaid job after my graduation.,0
essay_00290,s002337,"you know what, physics is dispensable to me because i dont study it and use it like those scientists.",0
essay_00290,s002338,and i think it is useless in our daily life.,0
essay_00290,s002339,because major is computer engineering which means i have to take this class.,0
essay_00290,s002340,"otherwise, i dont think i will choose this class as a ge although i did pretty good when i was in high school.",0
essay_00290,s002341,and now i am out of my words.,0
essay_00290,s002342,i really dont know how to answer this question.,0
essay_00290,s002343,and i think i am going to stop right here.,0
essay_00291,s002345,i'm a computer science major and i like to get into programming robotics so i think knowledge of circuits is useful.,0
essay_00291,s002346,i have programmed a raspberry pi and arduino but most of the actual building of the robots and circuits was through kits with directions and i didn't feel like i really understood the wiring of the robotics so i knowledge of circuits might give me better intuition of building things that aren't pre built projects with directions.,0
essay_00291,s002348,"also, i think physics is just generally interesting and i like to know how the world works and to be able to explain everyday concepts accurately.",0
essay_00292,s002350,what got me here is the fact that im trying to fulfill a civil engineering bachelor.,1
essay_00292,s002351,"the more i follow my curriculum, the more i understand why i am in the classes i am.",0
essay_00292,s002352,a lot of this understanding comes from my professors pointing out and explaining why we are taking that course and how the different majors related to the course tie in.,0
essay_00292,s002354,"i am not just here to fulfill my courses though, i am here to better myself in many different aspects.",1
essay_00292,s002355,i hope to really acquire the skill of critical thinking that goes beyond what the naked eye can see.,0
essay_00292,s002356,"i often forget about what i cant see, but that could improve through the engineering courses ill be taking in the upcoming semesters.",0
essay_00292,s002357,another aspect i hope to improve is the communicative aspect that is used in the sciences; to be able to attain the rich vocabulary and certainty that comes after much practice and dedication.,0
essay_00292,s002358,"ultimately, i hope to get out as much as i can from my education in order to give back in the near future.",0
essay_00293,s002359,"""why am i here"" is a very broad question.",0
essay_00293,s002360,i could answer it in many different ways.,0
essay_00293,s002361,i could say i am here because of the simple fact that my mother gave birth to me.,0
essay_00293,s002362,"it wasn't really a choice, but i am not complaining about it.",0
essay_00293,s002363,i could also say that i am here (literally) because i have to be.,0
essay_00293,s002364,"first of all, it is mandatory and i do not want to fail.",0
essay_00293,s002365,"but as much as i hate to admit it, i actually like coming to school.",0
essay_00293,s002366,"sometimes it gets boring and hard, but it is fun once you start to understand how it works.",0
essay_00293,s002367,or i could say that i am here because i chose to stay alive.,0
essay_00293,s002368,"i am here for the free samples at costco, hot chocolate with crunchy marshmallows on a rainy day, the chika chika during family parties, and of course my baby mushi.",0
essay_00293,s002369,but maybe the reason why i am here is because i have a purpose.,0
essay_00293,s002370,"i do not know what it is though, but it is a nice thought.",0
essay_00293,s002371,it is not my time to die yet.,0
essay_00293,s002372,i am too young.,0
essay_00293,s002373,"this question got me contemplating tho, like why am i here?",0
essay_00293,s002374,"honestly speaking, i have no idea.",0
essay_00294,s002375,i am here studying mechanical engineering to obtain the skills and knowledge required to pursue a career in aeronautical engineering.,1
essay_00294,s002376,i plan to transfer to san jose state to pursue my childhood dream of working with airplanes.,0
essay_00294,s002377,ever since i was little if have always been fascinated with aircraft and me at first wanted to be a pilot.,0
essay_00294,s002379,i still hope to obtain a pilot's license for recreational use but until then i will study to get a step closer to my goals.,1
essay_00294,s002380,now with that out of the way i will talk about why i am literally here right now.,0
essay_00294,s002381,i regret taking a class that starts at 6 pm.,0
essay_00294,s002382,my laziness and procrastination is what caused me to be here.,0
essay_00294,s002383,"it takes two hours to travel from home to sfsu. and on wednesdays, my class starts at 9 am and ends at 9 pm.",0
essay_00294,s002384,"so i will get back home at 11 pm and have eaten, do my hw, and other miscellaneous stuff only to wake up at 7:30 am.",0
essay_00294,s002385,"now that i have explained the maco and micro reasons why i am here, i find myself attempting to finish two hundred words.",0
essay_00295,s002387,i'm not sure why i need to take this class but i enjoy the stimulation.,0
essay_00295,s002388,it really works out my brain and keeps me occupied.,0
essay_00295,s002389,"i'm hoping its usefulness will become more apparent as i continue with my undergraduate studies, but for now, i'm just taking this class because the school says i have to.",0
essay_00295,s002390,"i could have chosen to take it later, maybe next semester or maybe next year, but i took ap physics in high school so i don't want to prolong it.",0
essay_00295,s002391,"if i take it later, i might lose all my knowledge on the subject, whereas if i take it now, all my previous studying will be fresh in my head.",0
essay_00295,s002392,don't get me wrong.,0
essay_00295,s002393,i enjoy doing these calculations as well.,0
essay_00295,s002394,"it's not my favorite thing to do; i prefer coding, hence my major.",0
essay_00295,s002395,"however, like i said, i appreciate the mental workout it gives me because my other classes (especially my ge classes) barely provide that.",0
essay_00295,s002396,thank you for reading.,0
essay_00295,s002397,i hope this has reached the required word count.,0
essay_00295,s002398,"additionally, i hope for a productive school year, and i hope to be mentally and physically healthy as i study and go to work.",0
essay_00296,s002399,i am majoring in computer science.,0
essay_00296,s002400,i want to go into a stem field because i think stem is interesting and can lead to real change.,0
essay_00296,s002401,"when i think about things that have changed human lives and made standards of living go up, i think of inventors and scientists.",0
essay_00296,s002402,i dont have much faith in politics or world rulers and certainly dont see anyone in politics making real change that makes peoples lives better.,0
essay_00296,s002403,"instead, i see change come with technology.",0
essay_00296,s002404,only a few years ago almost everyone had begun carrying a smartphone with them.,0
essay_00296,s002405,our communal understanding of our world has changed because of it.,0
essay_00296,s002406,imagine the black lives matter movement couldnt kick off if enough people didnt have social media presence to fuel it and share their personal and systematic experiences of racism.,0
essay_00296,s002407,"if the people didnt have smartphones or other technologies at hand, they would have an even harder time spreading information.",0
essay_00296,s002408,thats just one example of how i think technology can change the world.,0
essay_00296,s002409,i want to enable people with important information to be able to share it with those who need to hear it.,0
essay_00296,s002410,and thats only one of the many aspects of stem that makes me want to pursue it.,0
essay_00297,s002411,i needed to take this course since my major requires it.,0
essay_00297,s002413,i am not interested in physics and sometimes it is hard for me to grasp the concepts and formulas in class.,0
essay_00297,s002414,"however, it on the other hand can help me understand the concepts and relate them to my everyday life.",0
essay_00297,s002415,"physics can be easy for some people and it doesnt require any effort of trying to understand it, but obviously i am not one of those people.",0
essay_00297,s002416,it would be wonderful if i can learn to love physics after taking his course.,0
essay_00297,s002417,i would probably start to relate everything i see with the concepts and formulas i have learned and started to explain to my friends.,0
essay_00297,s002418,i heard from my cousin who attended college in china said that they started taking physics class in middle school and the physics class they took at college was at a more advanced level than the one i am taking now.,0
essay_00297,s002419,"if it were not for my major, i would not take this course since physics has always been the course that i try to avoid.",0
essay_00298,s002422,i'm not particularly good at math or science and with are my two biggest weaknesses.,0
essay_00298,s002423,"it's also quite ironic because i'm in an engineering related field so it's quite funny to think about an engineer who isn't particularly good at science or math, which are the two tenets of any engineering background. thanks for listening to my ted x talk yup.i'm also here because of decisions made by my ancestors and myself to survive so far.in case you don't understand english, i've translated this into latin so you can better understand.bonum quaestio!",0
essay_00298,s002424,im 'iustus trying et muros hos gradus est ultimum cursum et related scientia semper est accipere prius non sum liber.,0
essay_00298,s002425,im 'non math et scientia et praecipue bonum est mihi in infirmitatibus meis duas maximus.,0
essay_00298,s002426,"eam im 'suus' quoque satis, aderunt per ipsum et related agro suus 'ridiculam satis ingeniarius, qui non est cogitare de math et scientia praecipue bonum, quod aliqua sint duo placita background ipsum.",0
essay_00298,s002427,im 'etiam hic ob maiorum consiliis meis: et ego ipse et usque ad superesse.,0
essay_00299,s002428,"i am sitting here, in this building, at this school because it is what is expected of me and i am okay with that.",0
essay_00299,s002429,"before this, i sat in a different building in san diego county, at a different school because it was what was expected of me then.",0
essay_00299,s002430,"gradually, i passed some classes and got into a specific academic route and this is the point that i am at.",0
essay_00299,s002431,"eventually, i will finish all of those classes and feel satisfaction and pride that i was able to earn a degree in mechanical engineering.",1
essay_00299,s002432,then i will rejoice in my accomplishments for a short while and after that i will get a job because it is what is expected of me.,0
essay_00299,s002433,"i do not know if i will be okay with it then, but i imagine the right amount of money will ensure that i am.",0
essay_00299,s002434,"i suppose there is no real or ""good"" reason for why i am here.",0
essay_00299,s002435,i simply am.,0
essay_00299,s002436,and i belong to the school of thought that you shouldn't dwell on these things too hard if you want to avoid an existential crisis.,0
essay_00299,s002437,i suppose that in a few years i will look back and hopefully be okay with where i am then.,0
essay_00300,s002438,i've come here to become someone who knows what he's doing.the majority of my time as a student has been characterized by a lack of motivation to be proactive in my studies.,0
essay_00300,s002439,"my record has accumulated countless w's and a few class failures, mostly reconciled.",0
essay_00300,s002440,"i could do decently well in one semester, but at the end of it, i realize that while i may have learned a thing or two about a certain subject, i haven't learned how to actually do anything with that new knowledge, and the class material gets quickly forgotten.",0
essay_00300,s002441,i've never been able to utilize most of what i've learned in school in a tangibly productive way.,0
essay_00300,s002443,"one one hand, leaving to such a far distance from home to attend university is not what i first expected.",0
essay_00301,s002446,i feel like i am here because i realized that being an author is a very risky move.,0
essay_00301,s002447,"though i love to write fiction, the fact that it is not the most stable option does not elude me.",0
essay_00301,s002448,"and so i decided i would pursue a technical field, a choice i am grateful for.",0
essay_00301,s002449,it has helped shaped me into a much more practical person without pruning my creative capabilities.,0
essay_00301,s002451,"with an education in computer science and a long cultivated skill in narrative capability, i am in a better position to create than ever before.",0
essay_00301,s002452,"its another tool in my belt, and a pillar of stability.",0
essay_00301,s002454,"peoples cognition, in my opinion, has in many ways deteriorated.",0
essay_00301,s002455,i would love to be among those who challenge people to think truly on their own.,0
essay_00301,s002456,"and with that, i am done.",0
essay_00301,s002457,here are the additional words i need to meet the word requirement: mary plays the piano.,0
