essay_id,essay
essay_00775,i am here for an endless amount of reasons. the main reason i am here is to get a degree i have worked so long for. things have not come easy for me for several reasons but i have continued to persevere and will continue until i get my m.e degree. another reason why i am here is for my family. my family has always stood behind me after so many hings have happened. i feel that they deserve this as much as me or even more. the final reason i would say i am here is to learn. i am always curious to know how things work so to learn about it makes me feel like i am accomplishing one of my curiosities.
essay_00776,"i am here because i want to have an engineering degree. to have that degree i need to learn physics, and use it once i have learned it. it is my goal to help with what i have learned in pakistan. i want to make things that my family living over there can benefit from. i am studying computer engineering and i want to use that to help my family, and anyone else that might also benefit from whatever is it i can domake for them. for all of this i need to first learn how to solve problems and how to think critically and according to dr. man, physics is taught to help us (engineers) learn to problem solve difficult questionsproblem."
essay_00777,"im here in this class because it was required by my major to take it. my true desire though, is to learn and excel in chemistry, my favorite subject and major. since i first began to take it, i have felt a connection to chemistry, and now finally i am on the path to creating a career for myself in a field i really enjoy and do well in."
essay_00778,ana martinez phys 23209 why am i here? i am here because this class is a requirement for my major (civil engineering). apart from this class being a requirement for me this class is pretty interesting. i think that i can learn a lot and i do like learning things that a person does not think about on a normal basis. i am also here because i want to learn and understand physics.
essay_00779,"frankly, i am here because i need help in this class and i want to be successful in my classes. this semester is much more stressful than last semester, so i need these sci classes in order to help me understand the material and be able to utilize what i learn. because these are all lower division classes, i am holding myself to a higher standard and i want to increase my knowledge. sci usually gives me tips, tricks, and a lot of practice for what i need to know to succeed. im in sci because i need the tools to help me graduate and do my very best. school is hard enough as it is, but having sci is something that we cannot take for granted as we only have so many classes they are available for. i am here because i want to do well and move on into my career path with confidence."
essay_00780,"the reason i am here today is to strengthen my education as a biology major. originally i didnot think that i would survive physics and i didnt for lecture but now here i am in physics 2. inall honesty if i had the choice to be taking physics 2 i really wouldnt. physics doesnt click to methe way it does to others. i also heard that physics 2 is a lot more conceptual so im a bit moreat ease. im taking this class currently to fulfill my prerequisites and my major requirements. allin all i dont think the class should be too bad. at the end of the day, i still hope to leave thisclass with some helpful information. whether it39;s for my future biology classes or just in life. ialso hope to pass the. class with a b or higher but we will see about that. im taking a sci classso i hope that class will give me a better foundation."
essay_00781,i am here because i want to get the best possible grade for physics that i can. i feel like this will force me to review physics concepts in a timely manner instead of cramming everything taught night before. also this helps relieve the stress of physic.
essay_00782,"i am taking this sci 215 class because i feel that it would be great to receive more assistance in understanding the concepts taught in the lectures. i think because the facilitators are students who took the class prior really helps because they can help us in improving our study skills. i have taken other sci classes and i have noticed that i do better when i have more than one person helping me break down the concept to really learn how to do the problems on my own. in taking a physics class which has never been my best subject, but i always want to try my best in understanding the concept so i can do good my test and exams. the worksheets we are given are like a sample test where it tests on what we know or need help on. i like working in group best i like to compare my answers to others, but also help other understand the concepts as well. i feel that working in groups help you find what mistakes you are doing when studying for a test or solving a specific physics problem. we are all here to help each other pass the lecture class of physics 121."
essay_00783,"angela orellana sanchezi am here because i want to get better at my chemistry, i want to start understanding it more verses just knowing how to make it and just getting the grade. after all my major is biochemistry and if i can not understand the simple foundations of it then i how can i overcome the most difficult parts of chemistry. i want to understand the equilibrium , reactions, and products... when it shifts to the right, when it shifts to the left. also after my quiz on chemistry 216, i realized that i have to practice more and more and i am lacking in the stichometry when i shouldn't have been lacking at all. this weekend i plan to start reading the book and taking down notes . i also would like to be more aleks if it will help me and that way i can stay knowing the foundation. honestly the kahoot really put me in bad spirits but also put me in hopes because now i know what i need to learn."
essay_00784,"i am here in phys 121 and phys 122 lab to finish my requirement classes for my astronomy minor at san francisco state university. i am here because i wanted to take on an astronomy minor since i love learning about the planets and stars of our universe. taking physics 121 and 122 is the second level of my physics requirement to complete my minor. i would say i am not the fondest in the field of physics, but some topics really do interest me and it does help me learn how the universe and planets work while studying my astronomy minor. i never was the most scienceknowledged person in my classes, nor do i see myself getting a physics career, however astronomy always makes me feel like there is hope, happiness and interest in my life. astronomy shares the unknown with me, and the beauty as well as the danger it holds beyond our earth. having a graphic designer major, the two would think not to go well together, but i believe that they do go hand in hand with each other. i believe that i can make something out of an artistic field and a scientific field, bringing something new to the table, i just do not know what that would be yet. i am here because i want to show the world after college that astronomy is an amazing and fascinating thing to learn about, showing people through my artwork and graphic design skills why astronomy is important to me and why it should be important to others"
essay_00785,"i am taking sci 234 to improve my skills in physics 230. i know physics with calculus 2 will be more rigorous than physics with calculus 1 so i want to be well prepared for that course. physics with calculus 2 is an important part of my overall major so i want to make sure i understand every concept we study in class. this course also serves as a study session for me which forces me, in a way, to actually learn in a structured environment rather than on my own. the former has many draw backs as i am easily distracted and my time management skills are not fully developed. furthermore, i get to learn and work with likeminded individuals who have similar goals. i took and passed physic with calculus 1 a year ago and i struggled at the beginning and towards the end of the course. also, because i took so long to take the next course, i forgot a lot of what i had learned. tutoring at san francisco sate university is limited by the hours and number of tutors available. this class serves me in multiple ways which helps me learn without having to go to tutors all the time."
essay_00786,"i am here in this course because it is going to make me a more successful student and aid my learning. but the bigger picture of ""why i'm here"" is that every decision i've made and everything that has happened to me and the people around me in my life has led me to where i am. i am here because i am supposed to be here. sometimes i know why i am where i am in an exact moment and sometimes i figure that out later down the road. i am here because i am pursuing a higher education because i want to earn a degree and have a career. i am here because i chose to be here and i was given the opportunity to be here."
essay_00787,"lubat asadovafebruary 21, 2020reflective journal 1 i enrolled in sci 220 for multiple reasons. firstly, science is my passion because of that i want to study each course like physics, biology, and chemistry in depth. i believe, the sci class provides the details that give depth to the physics concept. peer learning is an effective way to expose the complicated concepts. secondly, this class is effective in terms of covering material and time. i spend studying for physics around two hours per week which slightly less in the sci. therefore, i study efficiently in the groups and get extra credit while attending those classes. finally, after the last semester sci 220, i found it to be super fun. we play games and teach each other. this type of study reinforces learning in the long term by retrieval practice. i decided to take sci 215. after all, hearing the statistics of 80 of sci students pass the parental class motivates me to part of sci 220. something, i hope to master the study and learning skills, problemsolving skills and to expose myself to new ones as i am planning to pursue in academia and in the career"
essay_00788,"to be specific about this class, i am here because it is a requirement for my major. in a general sense, i am here at school because i chose to have a career in stem, specifically biomedical science, which also requires me to go to school. i chose this career because i have always wanted to do research. since i was a kid, i've always been curious about many things especially the body. i had many family members pass away before me due to multiple illness and diseases. i'd often ask why they had that disease or what affects does it have on people. i wanted to help figure things out because i felt that it was important to ensure that no one comes across these illnesses that have killed many of my family members. another reason why i found it important for me to be in stem is because i want to be a role model for other children of color. no one in my family had either went to college or had pursued a degree in stem. i want to show other children of color that they can be apart of stem and they can contribute significantly to research."
essay_00789,"i am here because i want to do something with my life. the way that i was brought up, my parents have always told me if not school then what is the key to success? being in school is my start towards success. i am a biology physiology major and i have high hopes to get a career in the medical field. as of right now i want to be a physician's assistant but i have yet to do further research towards other careers and specialties. once i graduate my undergraduate program i plan on working towards getting hands on medical work which i can then use when applying to medical field jobs. i am specifically here in this class because i want to succeed in general chemistry 215. this sci course gives me additional resources that i can use to help ,e study and do well in the course."
essay_00790,"in my parents perspective im here to better my education and to gain a well paid career and profession, in their eyes im here to make them proud and to be their successor of sorts......for me on the other hand im here to try to persue my dreams of working with exotic animals that i had as a child but to be completely honest now that im here working towards my degree and career path i feel lost, some days i wake up with a good mind set and ""get it done"" mind set but as the day continues with classes and school i get defeated and i'm not sure if its because i get overwhelmed with school and the material of my classes or if it is just me overthinking and overreacting over my responsibilities that my classes give me as well as just trying to live in society, handling two jobs, a relationship, bills....lots of bills, and money. somedays i feel like my reason for being here at school specifically is blurred from me....other days i feel like the reason for me being here is based on the expectations of other people especially my parents and family and people who look up to me and who believe in me and depend on me to make something out of myself. i'm not sure if this response answers the question but to be real i have been trying to answer that question within me for a while now and all i can say is that i still searching for that answer.....but i'm not sur if i'll ever truly find it."
essay_00791,"i am not sure what this question specifies about so i will talk about general places where i am at. in terms of existing, i am here because i am searching to find my purpose in life to fulfill as well as to enjoy my time being, to experience and to do something that makes me happy. in terms of being in san francisco state, i am here because i was accepted here and it is located in san francisco which called to me when i was in high school. i wanted to try to grow on my own away from home and my family. in terms of this class, i am here because i am taking chem 215 and was afraid it might be too challenging as i ended chem 115 with a c, so i would very much like to improve that grade. however, currently i am feeling a bit lost with myself to be able to genuinely answer this question to be satisfied. in other terms, i am feeling unsure about my current position being a bio major, going to school here. however i am glad to be here in the city of san francisco because i believe there are many exciting things to do here."
essay_00792,"when enrolling in classes for the spring semester i knew exactly what i needed to take but i didnt consider the amount of credits that i was taking. once i had signed up to all the right classes i only needed a couple more to get a full enrollment status. having that full enrollment status is important to me because i need the full financial support. money is hard to come by for me, i dont have a job and im chewing away from my familys money, i feel guilty every time i ask from them. i only had 10 or so credits so i needed one more class. i didnt want another lecture like class and some of those lecture classes conflicted with my schedule. i asked around my study group at the time what classes should i take, they suggested a try sci class to complement my general chemistry 2 class. i havent taken a chemistry class since last summer at my local community college. i barely remember much as a majority of the the contents and topics taught were brief. from what im told, sci was an additional class student could take to, improve gpa, gain additional help, and gain extra credits. with having all those benefits i had to sign up. right now i feel it was a good decision, helped me understand new topics and more problems to practice with. i only hope that this class will continue to help me with chem this semester and maybe give me something i havent learned in the past."
essay_00793,"hanan ali february 21,2020why am i here?i am here to try my best and participate in the learning processes. i want to achieve better grades by receiving additional support in chemistry. im here to practice my skills and learn how to share my ideas in a group setting. i also want to learn from my peers and instructors on how to approach chemistry. would also like to challenge myself as a student.ideally, i am here to graduate and pursue a career in the science field. i feel like i want to grow as a college student add to my current understanding of chemistry.i also feel that sci is a great place to make mistakes and understand the learning process. i am here to be a productive individual and add to my learning experience at san francisco state university. overall, im here to focus on my future and have a positive influence on society."
essay_00794,"the reasons as to why im here is because as a child my goal was to always pursue higher education and make my parents proud. as a firstgeneration college student it was really hard for me to get here. my first year of college i struggled a lot. i had no idea that the state offered sci courses and i didn't take advantage of it. my second year at state was when i took advantage of these sci courses because i knew that they would help succeed. as a bio major these science courses have been really tough, the two sci classes that ive taken so far have been sci 215, and sci 240. both of these classes helped me through my classes. i signed up for this class because chemistry is really tough subject for me to understand and last semester in my sci class i made friends that helped me study when i need help,"
essay_00795,"i am here because it has been some time since i have taken chem 115, and this has made me very nervous about taking chem 215. i am hoping by taking this sci class i will give myself more opportunities to study, and work out the things that i may be unsure about. it is not always easy to meet with a professor or to meet people to study with. by having a slightly more formal setting where there are others participating, i hope to have more confidence to ask my own questions. and also to see that i am not alone in my confusion over some of the things we are learning. lastly, i have a lot of anxiety around exams, and seeing what really got to me during the mock exam really helped focus me a bit more for the actual test. even though i know i made mistakes, i was able to answer every question on the test, and didnt completely panic. i hope that this class will continue to help prepare me for more moments like those."
essay_00796,"i am here at san francisco state university as an undergrad student because it was always a dream for me to go to a 4 year college right after high school and because education is really important to me due to what my parents have instilled in me as a child which is that knowledge is power. i am in this specific class because i am determined to get a good grade in my chem 215 class since it is a requirement of my major of biology with a concentration of physiology. i am here because i commute to school everyday from antioch, ca to further my education. i am in school because i want to be successful and one day become an ultrasound technician because it is my dream occupation since i was in middle school. when i was small i wanted to know how children were born and as i got older i thought ultrasound was very interesting and could be fun not only that but what better job then to tell people the gender of their baby, which is one of the best news you could give someone!!"
essay_00797,"i am here because i want to succeed in chem 215. i have taken sci classes before for bio 230 and 240 and they really helped me, especially when preparing for exams. i try to take a sci class every semester because i have trouble focusing and understanding the professor since it is more fast paced and the class is big so its hard to have that one on one. i am here because i want to broaden my understanding of the concepts we learn in class and be able to solve the equations without having any trouble. i am not the best in math and i have always had trouble problem solving, because most of the time i second guess and confuse myself which makes me do bad when it comes to exams. so, with the help of my sci professors and classmates i hope i am able to pass this class."
essay_00798,"i lose myself quite often.... more often than people realize.i'm only here because despite how long i've been in school, i want to prove that i can persist through and get that darn degree. the amount of support and peeps i've met up until this point, have given me purpose to keep continuing through. i've yet to fully bring out my potential up until this point, but there's some small accomplishments progress. i was never the ""straight a"" student that people percieve me to be.... but more of someone that has been through many trialsanderrors, mistakes, and failures to be a competent learner in school. i want to extensively live my life where i can place my own ""legacy"" in life. i want to fill people around me with positive memories, love, knowledge, and teachable moments. i want to give inspiring life stories to my future generational family members. i want the people whom i care about around me to feel my gentle compassion in many different ways... that, is how i want people to remember me by.... someone whose able to smile, and remain positive through everything she's faced."
essay_00799,"the reason why i'm here is because i want to get a good grade on this class. i truly want an a and the only way i can do that is being on top of work and getting help from people or anyway possible. i really thought that a sci class wasn't really worth my time, but it actually is. it was a big before the exam, going through some mock exams and asking any questions for certain questions that i didn't understand or that the whole class did not understand at all. it's great that i'm not the only person in that class that needs help, i do have my friends in that class. we can help each after sci class, sometimes we don't get to sit with one another during in class but that's okay."
essay_00800,"i am here taking this sci 215 class because i am trying to be able to understand the concepts that we are learning during lecture. i have taken sci 115 last semester and i felt that it has really helped me throughout the 115 class, so i am thinking that this sci class i could help me with this class. sci classes i feel like are the best class to take to be able to understand more in depth on concepts. i really hope i passed my chem 215 test."
essay_00801,"when asked the question, ""why am i here?"", i immediately think about my degree. my main goal is to learn. i am majoring in biochemistry and this is one of the classes i must take, however, it is only one step to aid my plans in the future. my goals in life are to become an obgyn and open my own clinic. i want to provide people with healthcare that will leave them feeling safe and informed. ive had a lot of friends who have gone through something related to gynecology and felt uninformed and confused while talking to their doctors. i want to be the solution. the premed route sounds really scary but i believe in myself and that i will get there to pursue my goals and fulfill my purpose. my main purpose is to help. whether it is my friends or family, even people i just met, helping them is something i stand by. being able to lift as many worries off of people is something that i find joy in. whenever i am free i dedicate my time to others and that is why i am here."
essay_00802,"i have always had an interest in science and once i was in my senior year of high school, i decided i wanted to pursue a career in it. that is why i am at san francisco state. i hope to get my bachelors degree in biochemistry and hopefully get into medical school. in medical school, i would study pathology to eventually become a pathologist. i love lab work and am very intrigued by the work of a pathologist. working amongst scientists to find the causes and cures of diseases is my main career goal and i would love to have a job in which i would look forward to going to everyday. this is why i am here right now. i am studying and taking classes in order to graduate. graduating can help lead me down the path which reaches my goal."
essay_00803,"the reason why i'm taking this sci class is to improve my grade for chem 215 as this class is more about calculation than chem 115. my worst subject has always be math, so i thought that maybe by taking the sci class it would help me to improve my math skills. so far the sci class is really helping me as it allow me to have a general ideas of possible questions and topics that might be appear on the exam. this allow me to focus on what i really need to study for the exam. as something i tend to study materials that is not even in the exam. another reason why i took this class is to meet new people as it good thing to make more friends. more friends mean more people to study with. we can help each other on topics that we are not strong in."
essay_00804,"i am taking an si course because i am setting aside judgement that getting help and asking for help is okay. i did not feel like i struggled in chem 115, which is why i did not take the si course with it last semester. however, i also do not feel like i am struggling in chem 215, but i wanted to try something new and do much better in chemistry. i thought to myself, what would the harm be in taking a si course? after multiple students had walked in most of my stem classes, i thought why not give it a try and add it to my schedule? after my first class session in the si class, i came out with so much clarity and understanding, that there is no way i could bare skipping this class."
essay_00805,"silverio floresreflective journal essay 1 why am i here?hello, my name is silverio (silver) flores, i am a firstgeneration college student. i am here to complete the path that i have always wanted to complete. i am a transfer student from sbcc. i graduated with 3 aa degrees that are stemrelated. i have been through some tough barriers that make it hard for being of a different ethnic background to achieve a career in the premed field. i am here to inspire people to consider joining stemrelated careers not only for themselves but to better the future generations to come. i come from a family of 5 brothers and im the second oldest brother in the family so it's extremely stressful to evaluate every move that i make so that i could become a good role model to all my brother so that the path of obtaining a higher education could be possible through hard work and dedication. my long term goal is to become a physician in emergency medicine. to achieve this i have enrolled in this class to lighten the weight of chemistry 215. i want to reach a goal of getting in a in chemistry 215."
essay_00806,"i feel that i'm here because i am that dedicated to make sure that i learn the material thoroughly, and that means taking an extra class to do better in another one. this was also the one unit i needed in order to consider myself as a fulltime student, so it worked out perfectly. i love coming to class with people having the same drive and motivation as i do to learn the required material and helping others out if they run into trouble. in addition, i want to get better at public speaking and i feel that this class can help with that since i might consider being a tutor for a lower level science class. helping others get motivated to learn satisfies me so much and it builds new friendships that have a strong base. the environment that is promoted in this class is created and maintained in a way that does not involve putting down others and filled with asking questions, which helps me learn also."
essay_00807,"i am here in a sci course because i have an awareness of my chemistry and math abilities and i know that i could use the extra help. i have never been very strong at math in particular and i want to do well in my chemistry class so i am trying to hone my skills and improve at conceptually understanding how to apply the math to the problems. i also think that this sci class is a good way to meet more people and i always look to my peers for extra support. they are such a great resource to have for answering various questions that come up and i think that one of the best ways to learn is by teaching, so relying on each other also gives us the opportunity to grow our knowledge of the topics. by being in this class i believe i can not only pass chem 215 with a better grade, but also get through it with a better understanding of the material and so that is why im here."
essay_00808,"why am i here?it is a really interesting question. i feel like i have asked this question to myself a lot of times but never had the perfect answer. i know there is no perfect answer for it, we just have live this life to know why we are her and to what purpose we serve. as for why am i in the astronomy lab, it is because i have always been curious about astronomy and wanted to know what it feels like to learn and be taught about it and visit the planetarium.being here feels nice as there are people to interact and share stories with, there are places to connect to and there are memories made and moments lived. as for why i am on this. planet?, i don't know but i feel like everyone serves a purpose for there existence and one day even i will know the purpose i am here and what is my purpose of existence. for now i will say i am here to live a happy and fun life. a life full of mistakes and lessons to learn form the mistakes, fall a nd get back up, wake up with a smile and end the day satisfied with how i spent it, i want to be here and not be worried about unnecessary things like bad vibes. i just want be here and be joyful."
essay_00809,"im in this astronomy lab because i want to learn more about astronomy. and also, im good at astronomy when im in high school. if its possible, i might choose astronomy as my minor major in sfsu. im here to learn more things that i havent know about astronomy, so i can decide should i choose astronomy as my minor major. therefore, i hope i can do well in this class."
essay_00810,"i am here to be the best version of myself. my goal in life is to succeed and accomplish every goal i set for myself by the age of 60 years old. i am here to give my parents in return everything they ever did for me. i am here today in astronomy lab simply because it's general education course i have to fulfill in order to continue on with upper division courses or to even graduate. i do not like being here because this course does not relate to my major and i'm failing the class. i am stressing and failing a course i do not need for my future plans. i am here to be the best at everything i do but that only includes things that interest me and topics that relate to my life. i do not like feeling like i'm wasting my time in class simply because i don't need this course, not because the class itself is so bad. i hope after taking this course this semester that i at least get something out of it, anything, even as small as knowing a moon phase."
essay_00811,"i think about this a lot. i feel like i am on this earth to let stories be heard, whether it be my stories or other folks stories. im a big advocate for having properaccurate representation, especially in media. thats why i am studying at sf state, because of the nice cinema program offered there. while i was there, i appreciated a new setting compared to suburban san diego. i am the first out of my siblings to attend a university so i am really trying to make them and my parents proud and also learn more about myself and other perspectives while in university. to me, this is my first step into becoming financially independent, since having a degree helps with getting a good job, although in my field, it would mostly be freelancing opportunities. i am here to make not only my name known, but the stories marginalized communities all around to spread awareness and perspective."
essay_00812,"im in college to pursue a higher education. im in this class as part of the journey to earn a bachelors degree in child and adolescent development. im trying my best to be as successful as i can be. its been three years so far and im happy to say i am on track to graduate in 4 years. this makes me really proud of myself, especially because i will be the first in my family to graduate college. i want to be here on this planet to see where else life will take me. theres so much i want to do. ive spent my whole life being a student and i wouldnt want my life to be just dedicated to being a student."
essay_00813,you can take that in many different directions. physically i am in this class i am here because i want to graduate from college and i need these credits plus i like learning about astronomy. if i want to take this question even deeper i can say that i am here because i have a purpose. i dont think i have exactly figured out what my purpose is but im working on finding it. thats what college is supposed to be all about. this is the place where people go to learn more about the things they are interested in and they will guide them to their purpose in life. i think my purpose is to travel to third world countries and help people who really need it. i want to travel the world and learn about different cultures. that is my dream and hopefully my purpose. maybe i am here to become a famous activist for human rights or maybe im going to find something else like criminal justice and follow that path to become a lawyer. whatever it is that i end up doing i hope that it is something that makes me happy.
essay_00814,"i believe im here to serve a purpose. my purpose is to learn, gain knowledge, help others, and grow from experiences. i learn in order to gain more knowledge because thats how you get far in life. i want to learn so that i can have a career i enjoy and help others who need it. im here to make mistakes and learn from them so that i can grow as a person and become better not only for myself but for others as well. although mistakes can be seen as a bad thing, i hope i make many so that i can grow from my own mistakes and experiences and help others along the way who may make the same mistakes or need help. im here to bring others ease. when i become a nurse, id like to help thousands and thousands of people who need the aid. i want people to be comfortable even in difficult times and ill do whatever it takes in order for that to happen. my purpose is to help and serve others whenever it need be. im in this class to complete my courses and get where i need to be."
essay_00815,"i am here for two reasons: 1. i need to pass this class to get rid of a ge 2. i am very curious about our universe and the various things that inhabit it. i took astronomy last semester and really enjoyed it. not just because the class was really easy, but also because the subject matter is always something of interest for me. i am infatuated with space and other planets far from us, so i wanted to further my study of astronomy by taking this class. ive been watching movies since i was a child, and the movies that always interested me were those that took place in space or on a foreign planet. movies like the martian or avatar or any other science fiction film filled my mind with wonder about what was out there in the universe."
essay_00816,"to be honest, i don't know why i am here. we are all following systems in this society and it kind of bugs me out. maybe its the american dream or whatever everyone else is doing so everyone just followers each other. it's really weird. all i ever want to do is smoke a joint and play video games. but society doesn't let you do that. if you want to be successful in life in america, you got to follow the system. it doesn't matter what the hell you do. i'm trying to change the system so people can do whatever they want so they all have their own tasteful personality. not just one computed reaction when someone says hello to you. i want to learn to be myself out there and do whatever i want so that way i can become successful without following a corrupt system like we all are. it sucks it just makes us look extremely weird and not smart at all. i sure hope being in college can be the right direction for me instead of being a waste of time and money to where i worked so dearly hard to be at."
essay_00817,"why am i here, you ask? i am here because i am required to take this class, well to be exact, i have to take any lab class. i chose astronomy lab because astronomy has always been an interesting course to me. it is amazing to learn how there are other planets, galaxies, and so many starts outside in outer space. not only that but i also wanted to learn about the sun and moon and by taking this course, it is allowing me to do so. in astronomy, you get to learn more about constellations and also makes you question things that you never thought about. for example, are there any parts in the globe where polaris cant be seen? by taking this astronomy lab course, it allows me to experiment and learn about polaris and also how to find the distance of a start and its altitudes and azimuth. if i hadnt taken this course, i wouldnt have known much about this topic."
essay_00818,"i am here because astronomy 116 is a course i am required to take alongside astronomy 115. i am here in san francisco because at the time of applying for college, i thought i wanted to move away from home and experience a new city. i am here at san francisco state university because i fell in love with the city when i first visited back in 2017. i slowly became aware that san francisco is not where i see myself in the future but i am still here to gain the experience of loving somewhere new on my own and accepting the challenge of being independent. i am here because i want to make my parents proud, and because they want me to be successful. i am here because i want to be successful."
essay_00819,"i do know why im in this class which is because i want to learn more about astronomy and the sky, planets, stars, and all that. to me its so crazy how the universe is so big to put it simply. theres so much that humanity hasnt discovered and to some people thats frightening. to me its amazing how were just this small planet in a small galaxy in a gigantic universe. it seems never ending and thats what i find so crazy. sometimes i think that we dont really matter in comparison to the whole universe. i know i matter to people but to the whole universe i really dont know."
essay_00820,"i am here for several reasons and those reasons can be broken down to more reasons. for instance, i am here in this class room because i am a college student who wants to get a degree and gain an education. i am here as a college student because i want to utilize my education to help me expand my growth for what i will do for the rest of my life. i want to expand my growth because i would like to contribute to the world as my career and help people and the environment in ways such as art and communication. i want to help the world because i believe there is still hope in humanity and that our conflicts are not necessary because we all want the same thing (i would hope) love and happiness. i would like to think we want positive things because i think thats part of the meaning of life."
essay_00821,"i am here primarily because i need a lab credit to graduate. i actually took the astronomy lecture about 3 years ago, so much of the information i learn in this lab are very distant from my memory. i've always loved space and cosmic objects, so when it came down to choosing a science to take, i knew i wanted to take astronomy. however, it was really difficult for me because the concepts can get very complicated and there was obviously a lot of math and physics involved which are not my strengths. my only hope is that i'll be able to pass this class and graduate smoothly. i'm disappointed that i neglected to take the class sooner and now i have to struggle to understand the concepts all over again. i do enjoy going to the planetarium and having the extra push to look up at the moon and stars. it's a nice opportunity to deepen my appreciation for space. as a senior this semester, i am trying to have a chill last semester and this class is a little more stressful than i would want (with all the quizzes), but i do need to graduate."
essay_00822,"i am here to get credit for science. i am here because i left my other class early and i dont want to miss two classes today. i am here because i want to get an education so that i can get a good job. i am here because i care about my grades and about the effort i put in. i am here even though i really want to be napping outside in the sun or at the beach. i am here because i want a good grade in the class. i do not want to fail. i am here in san francisco because it is one of my favorite places ever. i am here to go to school and make a life for myself. i want to be here and i am happy i am here even when i feel sick and tired. sometimes i forget why im here, so this is honestly a good reminder."
essay_00823,"im here in my astronomy lab class because i need the class to finish the lab portion for my general education. im here to learn from all of my classes and carry on the knowledge throughout my life. i go to college to get a degree in order for me to get a good job once i graduate. being able to go to college will give me the knowledge i need to know what i should do when i get my job as a business major. im here to stay and see my dogs grow. im here to become a person who can inspire others and help others who are in need. to live life to its fullest and see where life takes me. im here to see nature and admire how beautiful it is. lastly, im here to help animals who are in need of help and the species that are close to extinction."
essay_00824,"i think you could interpret this so many different ways. in terms of this class, i would say i needed the extra unit to complete this ge requirement and so im here in this class now. in terms of sf state, or studying cinema here at sf state, i would say im here because i have a passion for film and i want a college education to help me in my future aspirations. in terms of why im here like why do i exist or why am i? i would say because of my parents choosing to have me. and because i came into existence on the only known planet to support life. i think this question is super broad and can be taken in different directions. i guess i just answered the different paths that i thought about when reading this question for the first time."
essay_00825,"i am here because of my family; they brought me up, and went through numerous obstacles for me to have a better future. i am here because of my friends, whom gave me confidence, happiness, and love. i am here because of everyone who gave me strength to continue, whether it be right or wrong. i am here for a purpose, just like everyone else. though i may not have a set purpose everyday, what strives me to keep going is the unknown future; it can always be a better day tomorrow. the experiences i went through, also shapes why i am here today. whether it be good or bad, the influence it gave me, made me a better person today. i am here, because i look forward to what the future holds for me; the experiences i can gain, the new connections i can make, and also the new places i can explore."
essay_00826,"""why am i here?"" is a question that runs through my head surprisingly multiple times a day whether it be me exploring the bay or walking to my classes. when i ask why am i here i don't wonder what i am i doing in this particular location, no matter how sketchy it is, but i wonder what brought me to the bay area. moving from a suburbanfarm town in southern california its crazy to think that i moved away 6 hours away. i am here because i wanted to further my education and move away but wanted to still have a chance to be free."
essay_00827,"i am here for, i'm not exactly sure anymore. i feel this way when i have no idea what is going on in my life and i am just left with a bunch of unanswered questions. however, in the beginning of everything, my initial purpose is to follow my dreams. to do what i feel passionate about, no matter what it is, as long as i achieve my higher education. i am here to get my biology degree because i like science. science that can help other people and prevent things such as cancer or other diseases. i want to my parents to be proud of me and know that their sacrifices didn't go to waste. i am here to set a good example for my siblings because i love them and i want the best for them. i want a better future for myself. to not struggle as much with other things like my parents because i know they also want my life to be like that. the things that my parents lacked when they were growing up, i was able to experience some of them but now i am on i'm on my way to know more. i want to know a lot of things. i want to be educated and know all of the informations, as much as my brain can handle."
